--------- beginning of main
--------- beginning of system
08-04 01:21:40.579 24214  4805 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-04 01:21:57.120 24214  5023 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '15', toString = 'LruCache[maxSize=100,hits=8,misses=15,hitRate=34%]', 
08-04 01:21:57.120 24214  5023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 01:21:57.120 24214  5025 D CustomInterceptor: HEADER REQUEST
08-04 01:21:57.120 24214  5025 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:21:57.120 24214  5025 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '16', toString = 'LruCache[maxSize=100,hits=8,misses=16,hitRate=33%]', 
08-04 01:21:57.120 24214  5025 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 01:21:57.267 24214  5389 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 01:21:57.267 24214  5389 D CustomInterceptor: HEADER REQUEST
08-04 01:21:57.267 24214  5389 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:21:57.267 24214  5389 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:21:57.269 24214  5389 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '17', toString = 'LruCache[maxSize=100,hits=8,misses=17,hitRate=32%]', 
08-04 01:21:57.269 24214  5389 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 01:21:57.541 24214  5030 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:21:57.544 24214  5030 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:21:57.644 24214  5026 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:21:57.647 24214  5026 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:21:57.709 24214  5389 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:21:57.713 24214  5389 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:21:57.905 24214  5030 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-04 01:21:57.906 24214  5030 D CustomInterceptor: HEADER REQUEST
08-04 01:21:57.906 24214  5030 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:21:57.906 24214  5030 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '18', toString = 'LruCache[maxSize=100,hits=8,misses=18,hitRate=30%]', 
08-04 01:21:57.906 24214  5030 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 01:21:58.010 24214  5026 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-04 01:21:58.011 24214  5026 D CustomInterceptor: HEADER REQUEST
08-04 01:21:58.011 24214  5026 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:21:58.011 24214  5026 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '19', toString = 'LruCache[maxSize=100,hits=8,misses=19,hitRate=29%]', 
08-04 01:21:58.011 24214  5026 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 01:21:59.598 24214  5389 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 01:21:59.598 24214  5389 D CustomInterceptor: HEADER REQUEST
08-04 01:21:59.598 24214  5389 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:21:59.598 24214  5389 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:21:59.598 24214  5389 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '20', toString = 'LruCache[maxSize=100,hits=8,misses=20,hitRate=28%]', 
08-04 01:21:59.599 24214  5389 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 01:22:00.148 24214  5389 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:22:00.154 24214  5389 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:03.567 24214  5389 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 01:22:03.567 24214  5389 D CustomInterceptor: HEADER REQUEST
08-04 01:22:03.568 24214  5389 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:03.568 24214  5389 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:22:03.568 24214  5389 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '21', toString = 'LruCache[maxSize=100,hits=8,misses=21,hitRate=27%]', 
08-04 01:22:03.568 24214  5389 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 01:22:04.150 24214  5389 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:22:04.153 24214  5389 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:09.458 24214  5638 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-04 01:22:09.459 24214  5638 D CustomInterceptor: HEADER REQUEST
08-04 01:22:09.459 24214  5638 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:09.459 24214  5638 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:22:09.459 24214  5638 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-04 01:22:09.459 24214  5638 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '22', toString = 'LruCache[maxSize=100,hits=8,misses=22,hitRate=26%]', 
08-04 01:22:09.459 24214  5638 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 01:22:09.989 24214  5638 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-04 01:22:09.990 24214  5638 D CustomInterceptor: HEADER RESPONSE
08-04 01:22:09.991 24214  5638 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-04 01:22:09.991 24214  5638 D CustomInterceptor: Connection close
08-04 01:22:09.991 24214  5638 D CustomInterceptor: Content-Type application/json
08-04 01:22:09.991 24214  5638 D CustomInterceptor: Date Mon, 03 Aug 2020 23:22:05 GMT
08-04 01:22:09.991 24214  5638 D CustomInterceptor: Expires Mon, 03 Aug 2020 23:27:09 GMT+00:00
08-04 01:22:09.991 24214  5638 D CustomInterceptor: Server gunicorn/19.7.0
08-04 01:22:09.992 24214  5638 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-04 01:22:09.992 24214  5638 D CustomInterceptor: Vary Cookie, Accept-Encoding
08-04 01:22:09.992 24214  5638 D CustomInterceptor: X-gunicorn-server app09
08-04 01:22:09.992 24214  5638 D CustomInterceptor: X-Marge Get ready, skanks! It's time for the truth train!
08-04 01:22:09.992 24214  5638 D CustomInterceptor: CACHEABLE true
08-04 01:22:09.992 24214  5638 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-04 01:22:09.992 24214  5638 D CustomInterceptor: REQ_SERV_BY net
08-04 01:22:09.992 24214  5638 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-04 01:22:09.998 24214  5638 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-04 01:22:11.593 24214  5700 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 01:22:11.593 24214  5700 D CustomInterceptor: HEADER REQUEST
08-04 01:22:11.593 24214  5700 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:11.593 24214  5700 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:22:11.593 24214  5700 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '23', toString = 'LruCache[maxSize=100,hits=9,misses=23,hitRate=28%]', 
08-04 01:22:11.593 24214  5700 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 01:22:12.151 24214  5700 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:22:12.155 24214  5700 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:14.046 24214  5700 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 01:22:14.046 24214  5700 D CustomInterceptor: HEADER REQUEST
08-04 01:22:14.047 24214  5700 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:14.047 24214  5700 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:22:14.047 24214  5700 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '24', toString = 'LruCache[maxSize=100,hits=9,misses=24,hitRate=27%]', 
08-04 01:22:14.047 24214  5700 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 01:22:14.588 24214  5700 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:22:14.593 24214  5700 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:18.015 24214  5700 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 01:22:18.015 24214  5700 D CustomInterceptor: HEADER REQUEST
08-04 01:22:18.016 24214  5700 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:18.016 24214  5700 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:22:18.016 24214  5700 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '25', toString = 'LruCache[maxSize=100,hits=9,misses=25,hitRate=26%]', 
08-04 01:22:18.016 24214  5700 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 01:22:18.580 24214  5700 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:22:18.585 24214  5700 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:19.012 24214  5700 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 01:22:19.012 24214  5700 D CustomInterceptor: HEADER REQUEST
08-04 01:22:19.012 24214  5700 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:19.012 24214  5700 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:22:19.012 24214  5700 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '26', toString = 'LruCache[maxSize=100,hits=9,misses=26,hitRate=25%]', 
08-04 01:22:19.012 24214  5700 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 01:22:19.396 24214  5700 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:22:19.401 24214  5700 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:19.908 24214  5893 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-04 01:22:19.909 24214  5893 D CustomInterceptor: HEADER REQUEST
08-04 01:22:19.909 24214  5893 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:19.909 24214  5893 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=9,misses=27,hitRate=25%]', 
08-04 01:22:19.910 24214  5893 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-04 01:22:19.910 24214  5893 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-04 01:22:19.910 24214  5893 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-04 01:22:19.910 24214  5893 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-04 01:22:21.310 24214  5700 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 01:22:21.311 24214  5700 D CustomInterceptor: HEADER REQUEST
08-04 01:22:21.311 24214  5700 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:21.311 24214  5700 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:22:21.311 24214  5700 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=10,misses=27,hitRate=27%]', 
08-04 01:22:21.311 24214  5700 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 01:22:21.865 24214  5700 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:22:21.870 24214  5700 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:25.287 24214  5700 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 01:22:25.287 24214  5700 D CustomInterceptor: HEADER REQUEST
08-04 01:22:25.287 24214  5700 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:25.287 24214  5700 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:22:25.288 24214  5700 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '28', toString = 'LruCache[maxSize=100,hits=10,misses=28,hitRate=26%]', 
08-04 01:22:25.288 24214  5700 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 01:22:25.869 24214  5700 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:22:25.878 24214  5700 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:26.411 24214  5700 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-04 01:22:26.413 24214  5700 D CustomInterceptor: HEADER REQUEST
08-04 01:22:26.413 24214  5700 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:26.413 24214  5700 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:22:26.413 24214  5700 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-04 01:22:26.413 24214  5700 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '29', toString = 'LruCache[maxSize=100,hits=10,misses=29,hitRate=25%]', 
08-04 01:22:26.413 24214  5700 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 01:22:26.887 24214  5700 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:22:26.891 24214  5700 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:27.273 24214  5024 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-04 01:22:27.277 24214  5024 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:27.281 24214  5028 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-04 01:22:27.284 24214  5028 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:27.292 24214  5023 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-04 01:22:27.294 24214  5023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:27.297 24214  5025 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-04 01:22:27.299 24214  5025 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:27.909 24214  5030 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-04 01:22:27.911 24214  5030 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:28.016 24214  5026 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-04 01:22:28.024 24214  5026 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:28.793 24214  5700 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-04 01:22:28.795 24214  5700 D CustomInterceptor: HEADER REQUEST
08-04 01:22:28.795 24214  5700 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:28.796 24214  5700 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:22:28.796 24214  5700 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-04 01:22:28.796 24214  5700 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '30', toString = 'LruCache[maxSize=100,hits=10,misses=30,hitRate=25%]', 
08-04 01:22:28.796 24214  5700 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 01:22:29.345 24214  5700 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:22:29.352 24214  5700 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:32.747 24214  5700 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-04 01:22:32.752 24214  5700 D CustomInterceptor: HEADER REQUEST
08-04 01:22:32.752 24214  5700 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:32.752 24214  5700 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:22:32.752 24214  5700 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-04 01:22:32.752 24214  5700 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '31', toString = 'LruCache[maxSize=100,hits=10,misses=31,hitRate=24%]', 
08-04 01:22:32.752 24214  5700 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 01:22:33.337 24214  5700 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:22:33.341 24214  5700 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:33.764 24214  5700 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 01:22:33.764 24214  5700 D CustomInterceptor: HEADER REQUEST
08-04 01:22:33.764 24214  5700 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:33.764 24214  5700 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:22:33.765 24214  5700 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '32', toString = 'LruCache[maxSize=100,hits=10,misses=32,hitRate=23%]', 
08-04 01:22:33.765 24214  5700 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 01:22:34.269 24214  5700 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:22:34.273 24214  5700 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:36.164 24214  5700 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 01:22:36.164 24214  5700 D CustomInterceptor: HEADER REQUEST
08-04 01:22:36.164 24214  5700 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:36.164 24214  5700 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 01:22:36.164 24214  5700 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '33', toString = 'LruCache[maxSize=100,hits=10,misses=33,hitRate=23%]', 
08-04 01:22:36.164 24214  5700 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 01:22:36.698 24214  5700 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 01:22:36.701 24214  5700 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 01:22:38.810 24214  6327 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-04 01:22:38.811 24214  6327 D CustomInterceptor: HEADER REQUEST
08-04 01:22:38.811 24214  6327 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:38.811 24214  6327 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '34', toString = 'LruCache[maxSize=100,hits=10,misses=34,hitRate=22%]', 
08-04 01:22:38.811 24214  6327 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-04 01:22:38.811 24214  6327 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-04 01:22:38.811 24214  6327 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-04 01:22:38.811 24214  6327 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-04 01:22:38.827 24214  5027 D CustomInterceptor: NETWORK-PROVIDER https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-04 01:22:38.828 24214  5027 D CustomInterceptor: HEADER REQUEST
08-04 01:22:38.828 24214  5027 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 01:22:38.828 24214  5027 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '11', createCount = '0', putCount = '9', evictionCount = '0', missCount = '34', toString = 'LruCache[maxSize=100,hits=11,misses=34,hitRate=24%]', 
08-04 01:22:38.828 24214  5027 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 01:22:39.056 24214  5027 D CustomInterceptor: HEADER RESPONSE
08-04 01:22:39.056 24214  5027 D CustomInterceptor: accept-ranges bytes
08-04 01:22:39.056 24214  5027 D CustomInterceptor: access-control-allow-headers X-Requested-With
08-04 01:22:39.056 24214  5027 D CustomInterceptor: access-control-allow-origin *
08-04 01:22:39.056 24214  5027 D CustomInterceptor: cache-control public, max-age=31557600
08-04 01:22:39.056 24214  5027 D CustomInterceptor: content-length 56376
08-04 01:22:39.056 24214  5027 D CustomInterceptor: content-type image/jpeg
08-04 01:22:39.056 24214  5027 D CustomInterceptor: date Mon, 03 Aug 2020 23:22:34 GMT
