--------- beginning of main
--------- beginning of system
08-06 17:40:35.101 25366  9446 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-06 17:40:51.977 25366  9664 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '15', toString = 'LruCache[maxSize=100,hits=8,misses=15,hitRate=34%]', 
08-06 17:40:51.977 25366  9664 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:51.978 25366  9662 D CustomInterceptor: HEADER REQUEST
08-06 17:40:51.978 25366  9662 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:51.978 25366  9662 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '16', toString = 'LruCache[maxSize=100,hits=8,misses=16,hitRate=33%]', 
08-06 17:40:51.978 25366  9662 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:52.172 25366  9961 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-06 17:40:52.172 25366  9961 D CustomInterceptor: HEADER REQUEST
08-06 17:40:52.172 25366  9961 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:52.172 25366  9961 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:40:52.172 25366  9961 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '17', toString = 'LruCache[maxSize=100,hits=8,misses=17,hitRate=32%]', 
08-06 17:40:52.172 25366  9961 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-06 17:40:52.413 25366  9665 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:40:52.415 25366  9665 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:40:52.431 25366  9663 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:40:52.434 25366  9663 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:40:52.597 25366  9961 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:40:52.601 25366  9961 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:40:52.791 25366  9665 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-06 17:40:52.792 25366  9665 D CustomInterceptor: HEADER REQUEST
08-06 17:40:52.792 25366  9665 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:52.792 25366  9665 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '18', toString = 'LruCache[maxSize=100,hits=8,misses=18,hitRate=30%]', 
08-06 17:40:52.792 25366  9665 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:52.816 25366  9663 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-06 17:40:52.817 25366  9663 D CustomInterceptor: HEADER REQUEST
08-06 17:40:52.817 25366  9663 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:52.817 25366  9663 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '19', toString = 'LruCache[maxSize=100,hits=8,misses=19,hitRate=29%]', 
08-06 17:40:52.817 25366  9663 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:54.510 25366  9961 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-06 17:40:54.510 25366  9961 D CustomInterceptor: HEADER REQUEST
08-06 17:40:54.510 25366  9961 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:54.510 25366  9961 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:40:54.511 25366  9961 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '20', toString = 'LruCache[maxSize=100,hits=8,misses=20,hitRate=28%]', 
08-06 17:40:54.511 25366  9961 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-06 17:40:55.000 25366  9961 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:40:55.009 25366  9961 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:40:58.423 25366  9961 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-06 17:40:58.424 25366  9961 D CustomInterceptor: HEADER REQUEST
08-06 17:40:58.424 25366  9961 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:58.424 25366  9961 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:40:58.425 25366  9961 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '21', toString = 'LruCache[maxSize=100,hits=8,misses=21,hitRate=27%]', 
08-06 17:40:58.425 25366  9961 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-06 17:40:59.005 25366  9961 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:40:59.009 25366  9961 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:04.668 25366 10156 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-06 17:41:04.669 25366 10156 D CustomInterceptor: HEADER REQUEST
08-06 17:41:04.669 25366 10156 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:04.669 25366 10156 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:41:04.669 25366 10156 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-06 17:41:04.669 25366 10156 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '22', toString = 'LruCache[maxSize=100,hits=8,misses=22,hitRate=26%]', 
08-06 17:41:04.669 25366 10156 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:41:05.275 25366 10156 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-06 17:41:05.277 25366 10156 D CustomInterceptor: HEADER RESPONSE
08-06 17:41:05.277 25366 10156 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-06 17:41:05.277 25366 10156 D CustomInterceptor: Connection close
08-06 17:41:05.278 25366 10156 D CustomInterceptor: Content-Type application/json
08-06 17:41:05.278 25366 10156 D CustomInterceptor: Date Thu, 06 Aug 2020 15:41:01 GMT
08-06 17:41:05.278 25366 10156 D CustomInterceptor: Expires Thu, 06 Aug 2020 15:46:05 GMT+00:00
08-06 17:41:05.278 25366 10156 D CustomInterceptor: Server gunicorn/19.7.0
08-06 17:41:05.278 25366 10156 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-06 17:41:05.278 25366 10156 D CustomInterceptor: Vary Cookie, Accept-Encoding
08-06 17:41:05.278 25366 10156 D CustomInterceptor: X-gunicorn-server app09
08-06 17:41:05.278 25366 10156 D CustomInterceptor: X-Marge Get ready, skanks! It's time for the truth train!
08-06 17:41:05.278 25366 10156 D CustomInterceptor: CACHEABLE true
08-06 17:41:05.279 25366 10156 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-06 17:41:05.279 25366 10156 D CustomInterceptor: REQ_SERV_BY net
08-06 17:41:05.279 25366 10156 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-06 17:41:05.285 25366 10156 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-06 17:41:07.095 25366 10217 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-06 17:41:07.095 25366 10217 D CustomInterceptor: HEADER REQUEST
08-06 17:41:07.095 25366 10217 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:07.095 25366 10217 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:41:07.095 25366 10217 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '23', toString = 'LruCache[maxSize=100,hits=9,misses=23,hitRate=28%]', 
08-06 17:41:07.096 25366 10217 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-06 17:41:07.623 25366 10217 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:41:07.627 25366 10217 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:09.613 25366 10217 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-06 17:41:09.614 25366 10217 D CustomInterceptor: HEADER REQUEST
08-06 17:41:09.614 25366 10217 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:09.614 25366 10217 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:41:09.614 25366 10217 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '24', toString = 'LruCache[maxSize=100,hits=9,misses=24,hitRate=27%]', 
08-06 17:41:09.614 25366 10217 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-06 17:41:10.155 25366 10217 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:41:10.159 25366 10217 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:13.576 25366 10217 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-06 17:41:13.576 25366 10217 D CustomInterceptor: HEADER REQUEST
08-06 17:41:13.576 25366 10217 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:13.576 25366 10217 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:41:13.576 25366 10217 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '25', toString = 'LruCache[maxSize=100,hits=9,misses=25,hitRate=26%]', 
08-06 17:41:13.576 25366 10217 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-06 17:41:14.163 25366 10217 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:41:14.166 25366 10217 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:14.579 25366 10217 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-06 17:41:14.579 25366 10217 D CustomInterceptor: HEADER REQUEST
08-06 17:41:14.579 25366 10217 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:14.579 25366 10217 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:41:14.579 25366 10217 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '26', toString = 'LruCache[maxSize=100,hits=9,misses=26,hitRate=25%]', 
08-06 17:41:14.579 25366 10217 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-06 17:41:14.972 25366 10217 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:41:14.975 25366 10217 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:16.104 25366 10380 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-06 17:41:16.105 25366 10380 D CustomInterceptor: HEADER REQUEST
08-06 17:41:16.106 25366 10380 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:16.106 25366 10380 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=9,misses=27,hitRate=25%]', 
08-06 17:41:16.106 25366 10380 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-06 17:41:16.106 25366 10380 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-06 17:41:16.106 25366 10380 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-06 17:41:16.106 25366 10380 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-06 17:41:16.875 25366 10217 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-06 17:41:16.876 25366 10217 D CustomInterceptor: HEADER REQUEST
08-06 17:41:16.876 25366 10217 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:16.876 25366 10217 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:41:16.876 25366 10217 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=10,misses=27,hitRate=27%]', 
08-06 17:41:16.877 25366 10217 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-06 17:41:17.424 25366 10217 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:41:17.427 25366 10217 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:20.838 25366 10217 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-06 17:41:20.839 25366 10217 D CustomInterceptor: HEADER REQUEST
08-06 17:41:20.839 25366 10217 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:20.839 25366 10217 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:41:20.839 25366 10217 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '28', toString = 'LruCache[maxSize=100,hits=10,misses=28,hitRate=26%]', 
08-06 17:41:20.839 25366 10217 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-06 17:41:21.419 25366 10217 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:41:21.422 25366 10217 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:21.853 25366 10217 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-06 17:41:21.853 25366 10217 D CustomInterceptor: HEADER REQUEST
08-06 17:41:21.854 25366 10217 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:21.854 25366 10217 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:41:21.854 25366 10217 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-06 17:41:21.854 25366 10217 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '29', toString = 'LruCache[maxSize=100,hits=10,misses=29,hitRate=25%]', 
08-06 17:41:21.854 25366 10217 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:41:22.127 25366  9664 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-06 17:41:22.135 25366  9664 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:22.138 25366  9662 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-06 17:41:22.139 25366  9669 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-06 17:41:22.139 25366  9667 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-06 17:41:22.154 25366  9669 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:22.162 25366  9667 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:22.162 25366  9662 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:22.238 25366 10217 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:41:22.242 25366 10217 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:22.795 25366  9665 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-06 17:41:22.803 25366  9665 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:22.821 25366  9663 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-06 17:41:22.827 25366  9663 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:24.269 25366 10217 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-06 17:41:24.272 25366 10217 D CustomInterceptor: HEADER REQUEST
08-06 17:41:24.272 25366 10217 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:24.272 25366 10217 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:41:24.272 25366 10217 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-06 17:41:24.273 25366 10217 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '30', toString = 'LruCache[maxSize=100,hits=10,misses=30,hitRate=25%]', 
08-06 17:41:24.273 25366 10217 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:41:24.748 25366 10217 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:41:24.752 25366 10217 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:28.208 25366 10217 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-06 17:41:28.210 25366 10217 D CustomInterceptor: HEADER REQUEST
08-06 17:41:28.210 25366 10217 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:28.210 25366 10217 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:41:28.210 25366 10217 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-06 17:41:28.210 25366 10217 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '31', toString = 'LruCache[maxSize=100,hits=10,misses=31,hitRate=24%]', 
08-06 17:41:28.210 25366 10217 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:41:28.787 25366 10217 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:41:28.791 25366 10217 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:29.216 25366 10217 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-06 17:41:29.216 25366 10217 D CustomInterceptor: HEADER REQUEST
08-06 17:41:29.216 25366 10217 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:29.216 25366 10217 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:41:29.217 25366 10217 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '32', toString = 'LruCache[maxSize=100,hits=10,misses=32,hitRate=23%]', 
08-06 17:41:29.217 25366 10217 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-06 17:41:29.603 25366 10217 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:41:29.607 25366 10217 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:31.541 25366 10217 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-06 17:41:31.541 25366 10217 D CustomInterceptor: HEADER REQUEST
08-06 17:41:31.541 25366 10217 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:31.541 25366 10217 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:41:31.541 25366 10217 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '33', toString = 'LruCache[maxSize=100,hits=10,misses=33,hitRate=23%]', 
08-06 17:41:31.541 25366 10217 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-06 17:41:32.071 25366 10217 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:41:32.075 25366 10217 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:35.483 25366 10217 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-06 17:41:35.484 25366 10217 D CustomInterceptor: HEADER REQUEST
08-06 17:41:35.484 25366 10217 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:35.484 25366 10217 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:41:35.484 25366 10217 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '34', toString = 'LruCache[maxSize=100,hits=10,misses=34,hitRate=22%]', 
08-06 17:41:35.484 25366 10217 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-06 17:41:36.067 25366 10217 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:41:36.070 25366 10217 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:41:36.262 25366 10725 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-06 17:41:36.263 25366 10725 D CustomInterceptor: HEADER REQUEST
08-06 17:41:36.263 25366 10725 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:41:36.263 25366 10725 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '35', toString = 'LruCache[maxSize=100,hits=10,misses=35,hitRate=22%]', 
08-06 17:41:36.265 25366 10725 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-06 17:41:36.265 25366 10725 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-06 17:41:36.265 25366 10725 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-06 17:41:36.265 25366 10725 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-06 17:41:36.286 25366  9666 D CustomInterceptor: NETWORK-PROVIDER https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-06 17:41:36.287 25366  9666 D CustomInterceptor: HEADER REQUEST
