--------- beginning of main
--------- beginning of system
08-04 02:31:49.010 29597  2769 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-04 02:32:05.736 29597  3004 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '15', toString = 'LruCache[maxSize=100,hits=8,misses=15,hitRate=34%]', 
08-04 02:32:05.736 29597  3003 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '15', toString = 'LruCache[maxSize=100,hits=8,misses=15,hitRate=34%]', 
08-04 02:32:05.736 29597  3004 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 02:32:05.736 29597  3003 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 02:32:05.891 29597  3369 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 02:32:05.891 29597  3369 D CustomInterceptor: HEADER REQUEST
08-04 02:32:05.892 29597  3369 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:05.893 29597  3369 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:05.893 29597  3369 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '17', toString = 'LruCache[maxSize=100,hits=8,misses=17,hitRate=32%]', 
08-04 02:32:05.893 29597  3369 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 02:32:06.188 29597  3010 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:06.190 29597  3010 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:06.208 29597  3005 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:06.211 29597  3005 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:06.453 29597  3369 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:06.456 29597  3369 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:06.557 29597  3010 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-04 02:32:06.558 29597  3010 D CustomInterceptor: HEADER REQUEST
08-04 02:32:06.558 29597  3010 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:06.558 29597  3010 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '18', toString = 'LruCache[maxSize=100,hits=8,misses=18,hitRate=30%]', 
08-04 02:32:06.558 29597  3010 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 02:32:06.578 29597  3005 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-04 02:32:06.579 29597  3005 D CustomInterceptor: HEADER REQUEST
08-04 02:32:06.579 29597  3005 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:06.579 29597  3005 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '19', toString = 'LruCache[maxSize=100,hits=8,misses=19,hitRate=29%]', 
08-04 02:32:06.579 29597  3005 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 02:32:08.324 29597  3369 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 02:32:08.324 29597  3369 D CustomInterceptor: HEADER REQUEST
08-04 02:32:08.324 29597  3369 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:08.324 29597  3369 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:08.324 29597  3369 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '20', toString = 'LruCache[maxSize=100,hits=8,misses=20,hitRate=28%]', 
08-04 02:32:08.324 29597  3369 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 02:32:08.892 29597  3369 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:08.896 29597  3369 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:12.315 29597  3369 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 02:32:12.315 29597  3369 D CustomInterceptor: HEADER REQUEST
08-04 02:32:12.315 29597  3369 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:12.315 29597  3369 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:12.315 29597  3369 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '21', toString = 'LruCache[maxSize=100,hits=8,misses=21,hitRate=27%]', 
08-04 02:32:12.315 29597  3369 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 02:32:12.900 29597  3369 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:12.904 29597  3369 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:18.129 29597  3628 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-04 02:32:18.130 29597  3628 D CustomInterceptor: HEADER REQUEST
08-04 02:32:18.130 29597  3628 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:18.130 29597  3628 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:18.130 29597  3628 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-04 02:32:18.130 29597  3628 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '22', toString = 'LruCache[maxSize=100,hits=8,misses=22,hitRate=26%]', 
08-04 02:32:18.130 29597  3628 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 02:32:18.653 29597  3628 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-04 02:32:18.654 29597  3628 D CustomInterceptor: HEADER RESPONSE
08-04 02:32:18.654 29597  3628 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-04 02:32:18.654 29597  3628 D CustomInterceptor: Connection close
08-04 02:32:18.654 29597  3628 D CustomInterceptor: Content-Type application/json
08-04 02:32:18.654 29597  3628 D CustomInterceptor: Date Tue, 04 Aug 2020 00:32:14 GMT
08-04 02:32:18.654 29597  3628 D CustomInterceptor: Expires Tue, 04 Aug 2020 00:37:18 GMT+00:00
08-04 02:32:18.654 29597  3628 D CustomInterceptor: Server gunicorn/19.7.0
08-04 02:32:18.654 29597  3628 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-04 02:32:18.655 29597  3628 D CustomInterceptor: Vary Cookie, Accept-Encoding
08-04 02:32:18.655 29597  3628 D CustomInterceptor: X-gunicorn-server app09
08-04 02:32:18.655 29597  3628 D CustomInterceptor: X-Marge Get ready, skanks! It's time for the truth train!
08-04 02:32:18.655 29597  3628 D CustomInterceptor: CACHEABLE true
08-04 02:32:18.655 29597  3628 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-04 02:32:18.655 29597  3628 D CustomInterceptor: REQ_SERV_BY net
08-04 02:32:18.655 29597  3628 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-04 02:32:18.659 29597  3628 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-04 02:32:20.152 29597  3694 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 02:32:20.152 29597  3694 D CustomInterceptor: HEADER REQUEST
08-04 02:32:20.152 29597  3694 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:20.152 29597  3694 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:20.152 29597  3694 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '23', toString = 'LruCache[maxSize=100,hits=9,misses=23,hitRate=28%]', 
08-04 02:32:20.152 29597  3694 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 02:32:20.688 29597  3694 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:20.691 29597  3694 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:22.583 29597  3694 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 02:32:22.583 29597  3694 D CustomInterceptor: HEADER REQUEST
08-04 02:32:22.583 29597  3694 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:22.583 29597  3694 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:22.583 29597  3694 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '24', toString = 'LruCache[maxSize=100,hits=9,misses=24,hitRate=27%]', 
08-04 02:32:22.583 29597  3694 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 02:32:23.122 29597  3694 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:23.125 29597  3694 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:26.549 29597  3694 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 02:32:26.549 29597  3694 D CustomInterceptor: HEADER REQUEST
08-04 02:32:26.549 29597  3694 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:26.549 29597  3694 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:26.549 29597  3694 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '25', toString = 'LruCache[maxSize=100,hits=9,misses=25,hitRate=26%]', 
08-04 02:32:26.550 29597  3694 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 02:32:27.125 29597  3694 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:27.130 29597  3694 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:27.544 29597  3694 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 02:32:27.545 29597  3694 D CustomInterceptor: HEADER REQUEST
08-04 02:32:27.545 29597  3694 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:27.545 29597  3694 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:27.545 29597  3694 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '26', toString = 'LruCache[maxSize=100,hits=9,misses=26,hitRate=25%]', 
08-04 02:32:27.545 29597  3694 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 02:32:27.951 29597  3694 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:27.956 29597  3694 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:28.645 29597  3934 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-04 02:32:28.646 29597  3934 D CustomInterceptor: HEADER REQUEST
08-04 02:32:28.646 29597  3934 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:28.646 29597  3934 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=9,misses=27,hitRate=25%]', 
08-04 02:32:28.646 29597  3934 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-04 02:32:28.646 29597  3934 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-04 02:32:28.646 29597  3934 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-04 02:32:28.646 29597  3934 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-04 02:32:29.846 29597  3694 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 02:32:29.846 29597  3694 D CustomInterceptor: HEADER REQUEST
08-04 02:32:29.846 29597  3694 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:29.846 29597  3694 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:29.846 29597  3694 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=10,misses=27,hitRate=27%]', 
08-04 02:32:29.846 29597  3694 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 02:32:30.419 29597  3694 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:30.429 29597  3694 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:33.916 29597  3694 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 02:32:33.916 29597  3694 D CustomInterceptor: HEADER REQUEST
08-04 02:32:33.917 29597  3694 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:33.917 29597  3694 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:33.917 29597  3694 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '28', toString = 'LruCache[maxSize=100,hits=10,misses=28,hitRate=26%]', 
08-04 02:32:33.917 29597  3694 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 02:32:34.411 29597  3694 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:34.414 29597  3694 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:34.850 29597  3694 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-04 02:32:34.851 29597  3694 D CustomInterceptor: HEADER REQUEST
08-04 02:32:34.851 29597  3694 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:34.851 29597  3694 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:34.851 29597  3694 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-04 02:32:34.851 29597  3694 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '29', toString = 'LruCache[maxSize=100,hits=10,misses=29,hitRate=25%]', 
08-04 02:32:34.851 29597  3694 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 02:32:35.327 29597  3694 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:35.334 29597  3694 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:35.894 29597  3008 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-04 02:32:35.897 29597  3008 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:35.903 29597  3006 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-04 02:32:35.905 29597  3006 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:35.910 29597  3004 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-04 02:32:35.912 29597  3004 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:35.915 29597  3003 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-04 02:32:35.922 29597  3003 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:36.562 29597  3010 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-04 02:32:36.566 29597  3010 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:36.584 29597  3005 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-04 02:32:36.587 29597  3005 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:37.246 29597  3694 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-04 02:32:37.248 29597  3694 D CustomInterceptor: HEADER REQUEST
08-04 02:32:37.248 29597  3694 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:37.248 29597  3694 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:37.248 29597  3694 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-04 02:32:37.248 29597  3694 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '30', toString = 'LruCache[maxSize=100,hits=10,misses=30,hitRate=25%]', 
08-04 02:32:37.248 29597  3694 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 02:32:37.668 29597  3694 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:37.672 29597  3694 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:41.095 29597  3694 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-04 02:32:41.096 29597  3694 D CustomInterceptor: HEADER REQUEST
08-04 02:32:41.096 29597  3694 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:41.096 29597  3694 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:41.096 29597  3694 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-04 02:32:41.097 29597  3694 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '31', toString = 'LruCache[maxSize=100,hits=10,misses=31,hitRate=24%]', 
08-04 02:32:41.097 29597  3694 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 02:32:41.663 29597  3694 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:41.666 29597  3694 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:42.099 29597  3694 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 02:32:42.099 29597  3694 D CustomInterceptor: HEADER REQUEST
08-04 02:32:42.099 29597  3694 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:42.099 29597  3694 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:42.099 29597  3694 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '32', toString = 'LruCache[maxSize=100,hits=10,misses=32,hitRate=23%]', 
08-04 02:32:42.099 29597  3694 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 02:32:42.490 29597  3694 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:42.500 29597  3694 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:44.390 29597  3694 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-04 02:32:44.390 29597  3694 D CustomInterceptor: HEADER REQUEST
08-04 02:32:44.390 29597  3694 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:44.390 29597  3694 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 21:08:20 GMT; Max-Age=63072000; Path=/
08-04 02:32:44.390 29597  3694 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '33', toString = 'LruCache[maxSize=100,hits=10,misses=33,hitRate=23%]', 
08-04 02:32:44.390 29597  3694 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-04 02:32:44.930 29597  3694 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 02:32:44.933 29597  3694 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 02:32:47.580 29597  4355 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-04 02:32:47.581 29597  4355 D CustomInterceptor: HEADER REQUEST
08-04 02:32:47.581 29597  4355 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:47.581 29597  4355 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '34', toString = 'LruCache[maxSize=100,hits=10,misses=34,hitRate=22%]', 
08-04 02:32:47.581 29597  4355 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-04 02:32:47.581 29597  4355 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-04 02:32:47.582 29597  4355 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-04 02:32:47.582 29597  4355 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-04 02:32:47.598 29597  3007 D CustomInterceptor: NETWORK-PROVIDER https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-04 02:32:47.599 29597  3007 D CustomInterceptor: HEADER REQUEST
08-04 02:32:47.599 29597  3007 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 02:32:47.599 29597  3007 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '11', createCount = '0', putCount = '9', evictionCount = '0', missCount = '34', toString = 'LruCache[maxSize=100,hits=11,misses=34,hitRate=24%]', 
08-04 02:32:47.599 29597  3007 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 02:32:47.804 29597  3007 D CustomInterceptor: HEADER RESPONSE
08-04 02:32:47.804 29597  3007 D CustomInterceptor: accept-ranges bytes
08-04 02:32:47.804 29597  3007 D CustomInterceptor: access-control-allow-headers X-Requested-With
08-04 02:32:47.804 29597  3007 D CustomInterceptor: access-control-allow-origin *
08-04 02:32:47.804 29597  3007 D CustomInterceptor: cache-control public, max-age=31557600
08-04 02:32:47.804 29597  3007 D CustomInterceptor: content-length 56376
08-04 02:32:47.806 29597  3007 D CustomInterceptor: content-type image/jpeg
08-04 02:32:47.806 29597  3007 D CustomInterceptor: date Tue, 04 Aug 2020 00:32:43 GMT
08-04 02:32:47.806 29597  3007 D CustomInterceptor: etag "437a696a349f51922bbe425cbbf1673b"
08-04 02:32:47.806 29597  3007 D CustomInterceptor: last-modified Mon, 03 Aug 2020 15:54:50 GMT
