--------- beginning of main
--------- beginning of system
08-05 17:15:13.294 24542  4658 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-05 17:15:30.213 24542  4879 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '15', toString = 'LruCache[maxSize=100,hits=8,misses=15,hitRate=34%]', 
08-05 17:15:30.213 24542  4877 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:30.213 24542  4879 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:15:30.213 24542  4877 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '16', toString = 'LruCache[maxSize=100,hits=8,misses=16,hitRate=33%]', 
08-05 17:15:30.213 24542  4877 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:15:30.380 24542  5222 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:15:30.380 24542  5222 D CustomInterceptor: HEADER REQUEST
08-05 17:15:30.380 24542  5222 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:30.380 24542  5222 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:15:30.381 24542  5222 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '17', toString = 'LruCache[maxSize=100,hits=8,misses=17,hitRate=32%]', 
08-05 17:15:30.381 24542  5222 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:15:30.584 24542  4880 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:15:30.590 24542  4880 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:15:30.634 24542  4876 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:15:30.636 24542  4876 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:15:30.815 24542  5222 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:15:30.820 24542  5222 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:15:30.982 24542  4880 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 17:15:30.983 24542  4880 D CustomInterceptor: HEADER REQUEST
08-05 17:15:30.983 24542  4880 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:30.984 24542  4880 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '18', toString = 'LruCache[maxSize=100,hits=8,misses=18,hitRate=30%]', 
08-05 17:15:30.984 24542  4880 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:15:31.030 24542  4876 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 17:15:31.032 24542  4876 D CustomInterceptor: HEADER REQUEST
08-05 17:15:31.032 24542  4876 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:31.032 24542  4876 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '19', toString = 'LruCache[maxSize=100,hits=8,misses=19,hitRate=29%]', 
08-05 17:15:31.032 24542  4876 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:15:32.737 24542  5222 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:15:32.738 24542  5222 D CustomInterceptor: HEADER REQUEST
08-05 17:15:32.738 24542  5222 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:32.738 24542  5222 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:15:32.738 24542  5222 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '20', toString = 'LruCache[maxSize=100,hits=8,misses=20,hitRate=28%]', 
08-05 17:15:32.738 24542  5222 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:15:33.223 24542  5222 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:15:33.227 24542  5222 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:15:36.645 24542  5222 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:15:36.646 24542  5222 D CustomInterceptor: HEADER REQUEST
08-05 17:15:36.646 24542  5222 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:36.646 24542  5222 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:15:36.646 24542  5222 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '21', toString = 'LruCache[maxSize=100,hits=8,misses=21,hitRate=27%]', 
08-05 17:15:36.646 24542  5222 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:15:37.220 24542  5222 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:15:37.223 24542  5222 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:15:42.674 24542  5443 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-05 17:15:42.675 24542  5443 D CustomInterceptor: HEADER REQUEST
08-05 17:15:42.675 24542  5443 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:42.675 24542  5443 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:15:42.675 24542  5443 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:15:42.675 24542  5443 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '22', toString = 'LruCache[maxSize=100,hits=8,misses=22,hitRate=26%]', 
08-05 17:15:42.675 24542  5443 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:15:43.294 24542  5443 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 17:15:43.295 24542  5443 D CustomInterceptor: HEADER RESPONSE
08-05 17:15:43.295 24542  5443 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 17:15:43.295 24542  5443 D CustomInterceptor: Connection close
08-05 17:15:43.295 24542  5443 D CustomInterceptor: Content-Type application/json
08-05 17:15:43.295 24542  5443 D CustomInterceptor: Date Wed, 05 Aug 2020 15:15:39 GMT
08-05 17:15:43.295 24542  5443 D CustomInterceptor: Expires Wed, 05 Aug 2020 15:20:43 GMT+00:00
08-05 17:15:43.295 24542  5443 D CustomInterceptor: Server gunicorn/19.7.0
08-05 17:15:43.295 24542  5443 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-05 17:15:43.295 24542  5443 D CustomInterceptor: Vary Cookie, Accept-Encoding
08-05 17:15:43.295 24542  5443 D CustomInterceptor: X-gunicorn-server app09
08-05 17:15:43.295 24542  5443 D CustomInterceptor: X-Marge Get ready, skanks! It's time for the truth train!
08-05 17:15:43.296 24542  5443 D CustomInterceptor: CACHEABLE true
08-05 17:15:43.296 24542  5443 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-05 17:15:43.296 24542  5443 D CustomInterceptor: REQ_SERV_BY net
08-05 17:15:43.296 24542  5443 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-05 17:15:43.316 24542  5443 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 17:15:45.037 24542  5505 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:15:45.037 24542  5505 D CustomInterceptor: HEADER REQUEST
08-05 17:15:45.037 24542  5505 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:45.038 24542  5505 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:15:45.038 24542  5505 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '23', toString = 'LruCache[maxSize=100,hits=9,misses=23,hitRate=28%]', 
08-05 17:15:45.038 24542  5505 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:15:45.644 24542  5505 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:15:45.648 24542  5505 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:15:47.639 24542  5505 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:15:47.640 24542  5505 D CustomInterceptor: HEADER REQUEST
08-05 17:15:47.640 24542  5505 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:47.640 24542  5505 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:15:47.640 24542  5505 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '24', toString = 'LruCache[maxSize=100,hits=9,misses=24,hitRate=27%]', 
08-05 17:15:47.641 24542  5505 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:15:48.176 24542  5505 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:15:48.180 24542  5505 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:15:51.593 24542  5505 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:15:51.593 24542  5505 D CustomInterceptor: HEADER REQUEST
08-05 17:15:51.593 24542  5505 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:51.593 24542  5505 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:15:51.593 24542  5505 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '25', toString = 'LruCache[maxSize=100,hits=9,misses=25,hitRate=26%]', 
08-05 17:15:51.593 24542  5505 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:15:52.187 24542  5505 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:15:52.190 24542  5505 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:15:52.711 24542  5505 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:15:52.711 24542  5505 D CustomInterceptor: HEADER REQUEST
08-05 17:15:52.711 24542  5505 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:52.711 24542  5505 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:15:52.711 24542  5505 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '26', toString = 'LruCache[maxSize=100,hits=9,misses=26,hitRate=25%]', 
08-05 17:15:52.711 24542  5505 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:15:53.203 24542  5505 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:15:53.206 24542  5505 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:15:54.064 24542  5671 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 17:15:54.064 24542  5671 D CustomInterceptor: HEADER REQUEST
08-05 17:15:54.065 24542  5671 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:54.065 24542  5671 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=9,misses=27,hitRate=25%]', 
08-05 17:15:54.065 24542  5671 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 17:15:54.065 24542  5671 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-05 17:15:54.065 24542  5671 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-05 17:15:54.065 24542  5671 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-05 17:15:55.111 24542  5505 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:15:55.111 24542  5505 D CustomInterceptor: HEADER REQUEST
08-05 17:15:55.111 24542  5505 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:55.111 24542  5505 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:15:55.111 24542  5505 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=10,misses=27,hitRate=27%]', 
08-05 17:15:55.111 24542  5505 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:15:55.655 24542  5505 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:15:55.658 24542  5505 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:15:59.083 24542  5505 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:15:59.083 24542  5505 D CustomInterceptor: HEADER REQUEST
08-05 17:15:59.083 24542  5505 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:15:59.084 24542  5505 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:15:59.084 24542  5505 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '28', toString = 'LruCache[maxSize=100,hits=10,misses=28,hitRate=26%]', 
08-05 17:15:59.084 24542  5505 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:15:59.654 24542  5505 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:15:59.659 24542  5505 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:16:00.115 24542  5505 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 17:16:00.116 24542  5505 D CustomInterceptor: HEADER REQUEST
08-05 17:16:00.117 24542  5505 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:16:00.117 24542  5505 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:16:00.117 24542  5505 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:16:00.117 24542  5505 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '29', toString = 'LruCache[maxSize=100,hits=10,misses=29,hitRate=25%]', 
08-05 17:16:00.117 24542  5505 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:16:00.330 24542  4879 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:16:00.337 24542  4879 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:16:00.337 24542  4883 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:16:00.341 24542  4877 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:16:00.346 24542  4885 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:16:00.348 24542  4883 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:16:00.353 24542  4877 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:16:00.359 24542  4885 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:16:00.549 24542  5505 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:16:00.553 24542  5505 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:16:00.986 24542  4880 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:16:00.990 24542  4880 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:16:01.035 24542  4876 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:16:01.039 24542  4876 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:16:02.495 24542  5505 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 17:16:02.496 24542  5505 D CustomInterceptor: HEADER REQUEST
08-05 17:16:02.496 24542  5505 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:16:02.496 24542  5505 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:16:02.496 24542  5505 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:16:02.496 24542  5505 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '30', toString = 'LruCache[maxSize=100,hits=10,misses=30,hitRate=25%]', 
08-05 17:16:02.496 24542  5505 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:16:03.040 24542  5505 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:16:03.046 24542  5505 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:16:06.561 24542  5505 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 17:16:06.563 24542  5505 D CustomInterceptor: HEADER REQUEST
08-05 17:16:06.563 24542  5505 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:16:06.563 24542  5505 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:16:06.563 24542  5505 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:16:06.563 24542  5505 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '31', toString = 'LruCache[maxSize=100,hits=10,misses=31,hitRate=24%]', 
08-05 17:16:06.563 24542  5505 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:16:07.129 24542  5505 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:16:07.135 24542  5505 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:16:07.564 24542  5505 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:16:07.564 24542  5505 D CustomInterceptor: HEADER REQUEST
08-05 17:16:07.564 24542  5505 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:16:07.565 24542  5505 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:16:07.565 24542  5505 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '32', toString = 'LruCache[maxSize=100,hits=10,misses=32,hitRate=23%]', 
08-05 17:16:07.565 24542  5505 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:16:08.037 24542  5505 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:16:08.041 24542  5505 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:16:09.965 24542  5505 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:16:09.966 24542  5505 D CustomInterceptor: HEADER REQUEST
08-05 17:16:09.967 24542  5505 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:16:09.967 24542  5505 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:16:09.968 24542  5505 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '33', toString = 'LruCache[maxSize=100,hits=10,misses=33,hitRate=23%]', 
08-05 17:16:09.968 24542  5505 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:16:10.504 24542  5505 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:16:10.507 24542  5505 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:16:13.926 24542  5505 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:16:13.926 24542  5505 D CustomInterceptor: HEADER REQUEST
08-05 17:16:13.926 24542  5505 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:16:13.926 24542  5505 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 17:16:13.926 24542  5505 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '34', toString = 'LruCache[maxSize=100,hits=10,misses=34,hitRate=22%]', 
08-05 17:16:13.926 24542  5505 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:16:13.928 24542  6025 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 17:16:13.930 24542  6025 D CustomInterceptor: HEADER REQUEST
08-05 17:16:13.930 24542  6025 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:16:13.930 24542  6025 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '35', toString = 'LruCache[maxSize=100,hits=10,misses=35,hitRate=22%]', 
08-05 17:16:13.930 24542  6025 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 17:16:13.930 24542  6025 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-05 17:16:13.930 24542  6025 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-05 17:16:13.934 24542  6025 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-05 17:16:13.950 24542  4881 D CustomInterceptor: NETWORK-PROVIDER https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-05 17:16:13.951 24542  4881 D CustomInterceptor: HEADER REQUEST
08-05 17:16:13.951 24542  4881 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:16:13.951 24542  4881 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '11', createCount = '0', putCount = '9', evictionCount = '0', missCount = '35', toString = 'LruCache[maxSize=100,hits=11,misses=35,hitRate=23%]', 
